!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 0.0  2012-09-17 Andre ,,,,
! GB2 Initial version,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
,,,,
R8.0,PMA Control 1 ,16'h204C,,
30.8709.10:9,PI Integration time,RW,00=156 cycles (~8MHz bandwidth); 01=312 cycles (~4MHz bandwidth); 10=625 cycles (~2MHz bandwidth); 11=1250 cycles (~1MHz bandwidth);,This field sets the integration time for the PI voting filter. PI movements from the partner RX are aggregated over a number of  1.25GHz clock cycles.
30.8709.8,PI power down,RW,0=power up; 1=power down,Force power down on the TX interpolator
30.8709.7:5,PI resolution,RW,001=32 step; 010=64 step; 100=128 step;,TX phase interpolator resolution. It is important to ensure that only one bit is set “1” at any one time
30.8709.4,Reserved,R,,
30.8709.3:0,PI bias adjust,RW,,Bias adjustment control for the TX phase interpolator
,,,,
R30.8965,Host Tx Lane 3 PI control ,16'h0244,,
30.8965.15:11,Reserved,R,,
30.8965.10:9,PI Integration time,RW,00=156 cycles (~8MHz bandwidth); 01=312 cycles (~4MHz bandwidth); 10=625 cycles (~2MHz bandwidth); 11=1250 cycles (~1MHz bandwidth);,This field sets the integration time for the PI voting filter. PI movements from the partner RX are aggregated over a number of  1.25GHz clock cycles.
30.8965.8,PI power down,RW,0=power up; 1=power down,Force power down on the TX interpolator
30.8965.7:5,PI resolution,RW,001=32 step; 010=64 step; 100=128 step;,TX phase interpolator resolution. It is important to ensure that only one bit is set “1” at any one time
30.8965.4,Reserved,R,,
30.8965.3:0,PI bias adjust,RW,,Bias adjustment control for the TX phase interpolator
,,,,
R30.9221,Host Tx Lane 4 PI control ,16'h0244,,
30.9221.15:11,Reserved,R,,
30.9221.10:9,PI Integration time,RW,00=156 cycles (~8MHz bandwidth); 01=312 cycles (~4MHz bandwidth); 10=625 cycles (~2MHz bandwidth); 11=1250 cycles (~1MHz bandwidth);,This field sets the integration time for the PI voting filter. PI movements from the partner RX are aggregated over a number of  1.25GHz clock cycles.
30.9221.8,PI power down,RW,0=power up; 1=power down,Force power down on the TX interpolator
30.9221.7:5,PI resolution,RW,001=32 step; 010=64 step; 100=128 step;,TX phase interpolator resolution. It is important to ensure that only one bit is set “1” at any one time
30.9221.4,Reserved,R,,
30.9221.3:0,PI bias adjust,RW,,Bias adjustment control for the TX phase interpolator
,,,,
R30.9477,Host Tx Lane 5 PI control ,16'h0244,,
30.9477.15:11,Reserved,R,,
30.9477.10:9,PI Integration time,RW,00=156 cycles (~8MHz bandwidth); 01=312 cycles (~4MHz bandwidth); 10=625 cycles (~2MHz bandwidth); 11=1250 cycles (~1MHz bandwidth);,This field sets the integration time for the PI voting filter. PI movements from the partner RX are aggregated over a number of  1.25GHz clock cycles.
30.9477.8,PI power down,RW,0=power up; 1=power down,Force power down on the TX interpolator
30.9477.7:5,PI resolution,RW,001=32 step; 010=64 step; 100=128 step;,TX phase interpolator resolution. It is important to ensure that only one bit is set “1” at any one time
30.9477.4,Reserved,R,,
30.9477.3:0,PI bias adjust,RW,,Bias adjustment control for the TX phase interpolator
,,,,
R30.9733,Host Tx Lane 6 PI control ,16'h0244,,
30.9733.15:11,Reserved,R,,
30.9733.10:9,PI Integration time,RW,00=156 cycles (~8MHz bandwidth); 01=312 cycles (~4MHz bandwidth); 10=625 cycles (~2MHz bandwidth); 11=1250 cycles (~1MHz bandwidth);,This field sets the integration time for the PI voting filter. PI movements from the partner RX are aggregated over a number of  1.25GHz clock cycles.
30.9733.8,PI power down,RW,0=power up; 1=power down,Force power down on the TX interpolator
30.9733.7:5,PI resolution,RW,001=32 step; 010=64 step; 100=128 step;,TX phase interpolator resolution. It is important to ensure that only one bit is set “1” at any one time
30.9733.4,Reserved,R,,
30.9733.3:0,PI bias adjust,RW,,Bias adjustment control for the TX phase interpolator
,,,,
R30.9989,Host Tx Lane 7 PI control ,16'h0244,,
30.9989.15:11,Reserved,R,,
30.9989.10:9,PI Integration time,RW,00=156 cycles (~8MHz bandwidth); 01=312 cycles (~4MHz bandwidth); 10=625 cycles (~2MHz bandwidth); 11=1250 cycles (~1MHz bandwidth);,This field sets the integration time for the PI voting filter. PI movements from the partner RX are aggregated over a number of  1.25GHz clock cycles.
30.9989.8,PI power down,RW,0=power up; 1=power down,Force power down on the TX interpolator
30.9989.7:5,PI resolution,RW,001=32 step; 010=64 step; 100=128 step;,TX phase interpolator resolution. It is important to ensure that only one bit is set “1” at any one time
30.9989.4,Reserved,R,,
30.9989.3:0,PI bias adjust,RW,,Bias adjustment control for the TX phase interpolator
,,,,
R30.10245,Host Tx Lane 8 PI control ,16'h0244,,
30.10245.15:11,Reserved,R,,
30.10245.10:9,PI Integration time,RW,00=156 cycles (~8MHz bandwidth); 01=312 cycles (~4MHz bandwidth); 10=625 cycles (~2MHz bandwidth); 11=1250 cycles (~1MHz bandwidth);,This field sets the integration time for the PI voting filter. PI movements from the partner RX are aggregated over a number of  1.25GHz clock cycles.
30.10245.8,PI power down,RW,0=power up; 1=power down,Force power down on the TX interpolator
30.10245.7:5,PI resolution,RW,001=32 step; 010=64 step; 100=128 step;,TX phase interpolator resolution. It is important to ensure that only one bit is set “1” at any one time
30.10245.4,Reserved,R,,
30.10245.3:0,PI bias adjust,RW,,Bias adjustment control for the TX phase interpolator
,,,,
R30.10501,Host Tx Lane 9 PI control ,16'h0244,,
30.10501.15:11,Reserved,R,,
30.10501.10:9,PI Integration time,RW,00=156 cycles (~8MHz bandwidth); 01=312 cycles (~4MHz bandwidth); 10=625 cycles (~2MHz bandwidth); 11=1250 cycles (~1MHz bandwidth);,This field sets the integration time for the PI voting filter. PI movements from the partner RX are aggregated over a number of  1.25GHz clock cycles.
30.10501.8,PI power down,RW,0=power up; 1=power down,Force power down on the TX interpolator
30.10501.7:5,PI resolution,RW,001=32 step; 010=64 step; 100=128 step;,TX phase interpolator resolution. It is important to ensure that only one bit is set “1” at any one time
30.10501.4,Reserved,R,,
30.10501.3:0,PI bias adjust,RW,,Bias adjustment control for the TX phase interpolator
,,,,
,,,,
R30.4614,VT Sensor Control,16'h0000,,
30.4614.15:14,Reserved,R,,
30.4614.13:11,Clock Div,RW,,Clock divider select
30.4614.10:9,Volt mode Cal,RW,,Calibration control for voltage mode
30.4614.8:7,Temp mode cal,RW,,Calibration control for temperature mode
30.4614.6,Cal enable,RW,0=disable; 1=enable,Enable calibration mode
30.4614.5:2,Volt Select,RW,,"In voltage sense mode, select which voltage sense point to measure"
30.4614.1,VT mode,RW,0=temperature mode; 1=voltage mode,Sensor mode
30.4614.0,enable,RW,0=disable; 1=enable,Enable the VT sensor
,,,,
R30.4615,VT Sensor Observe,16'h0000,,
30.4615.15:10,Reserved,R,,
30.4615.9:0,Sense val,R,,Sensor read value. Reading this field will return a binary value proportional to the temperature/voltage measurement being sensed. This value should be scaled by the value read from the temperature or voltage gain trim registers below before conversion to a temperature or voltage value. 
,,,,
R30.4616,VT Sensor Temp Gain,16'h0000,,
30.4616.15:10,Reserved,R,,
30.4616.9:0,Temp gain,RW,,This field allows the fuse trim value for the temperature gain to be read or overridden.
,,,,
R30.4617,VT Sensor Voltage Gain,16'h0000,,
30.4617.15:10,Reserved,R,,
30.4617.9:0,Voltage gain,RW,,This field allows the fuse trim value for the voltage gain to be read or overridden.
,,,,
R30.4112,Optical Tx Lane 0 Amux Select,16'h0006,,
30.4112.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.4112.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.4112.7,Reserved,RW,,
30.4112.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.4112.3,Reserved,RW,,
30.4112.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.4370,Optical Tx Lane 1 Amux Select,16'h0006,,
30.4370.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.4370.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.4370.7,Reserved,RW,,
30.4370.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.4370.3,Reserved,RW,,
30.4370.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.4624,Optical Tx Lane 2 Amux Select,16'h0006,,
30.4624.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.4624.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.4624.7,Reserved,RW,,
30.4624.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.4624.3,Reserved,RW,,
30.4624.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.4880,Optical Tx Lane 3 Amux Select,16'h0006,,
30.4880.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.4880.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.4880.7,Reserved,RW,,
30.4880.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.4880.3,Reserved,RW,,
30.4880.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.5136,Optical Tx Lane 4 Amux Select,16'h0006,,
30.5136.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.5136.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.5136.7,Reserved,RW,,
30.5136.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.5136.3,Reserved,RW,,
30.5136.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.5392,Optical Tx Lane 5 Amux Select,16'h0006,,
30.5392.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.5392.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.5392.7,Reserved,RW,,
30.5392.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.5392.3,Reserved,RW,,
30.5392.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.5648,Optical Tx Lane 6 Amux Select,16'h0006,,
30.5648.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.5648.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.5648.7,Reserved,RW,,
30.5648.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.5648.3,Reserved,RW,,
30.5648.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.5904,Optical Tx Lane 7 Amux Select,16'h0006,,
30.5904.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.5904.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.5904.7,Reserved,RW,,
30.5904.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.5904.3,Reserved,RW,,
30.5904.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.6160,Optical Tx Lane 8 Amux Select,16'h0006,,
30.6160.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.6160.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.6160.7,Reserved,RW,,
30.6160.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.6160.3,Reserved,RW,,
30.6160.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.6416,Optical Tx Lane 9 Amux Select,16'h0006,,
30.6416.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.6416.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.6416.7,Reserved,RW,,
30.6416.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
